content_traduzido,sentiment,sentiment_polarity,spacy_lemma,cleaned_content,cluster,umap_x,umap_y,distance_to_centroid,original_index
gente pra voces estao tendo problemas app anuncios vao configuracoes aparelho vao apps voces verem algum app suspeito nao nome foto apertem desinstalar anuncios vao parar aparecer incomodar voces ja ocorreu confiem mim preciso comigo ficar grupo pois queria encantar adiasse me pediu pouco falasse falasse foi bom app ouvi disse e admiro encantar tentando encantar tentando encantar quero tentando encantar quero encantar e favor fizeram o disseram nao vou encantar eu quero encantar queria nada eu queria app disseram mim conversar quando cheguei cozinha tio copo vinho copo vinho quis dizer cheguei quis dizer assim cheguei disse como encantar encantar entao disse nao nao encantar eu encantar e entao nao entao nao encantar entao como eu tentar como tentar,neutral,neutral,"['gente', 'voce', 'estao', 'ter', 'problema', 'app', 'anuncio', 'aparelho', 'apps', 'voce', 'ver', 'app', 'suspeito', 'nome', 'foto', 'apertar', 'desinstalar', 'anuncio', 'parar', 'aparecer', 'incomodar', 'voce', 'ocorrer', 'confiem', 'preciso', 'comigo', 'ficar', 'grupo', 'querer', 'encantar', 'adiar', 'pedir', 'pouco', 'falasse', 'falar', 'bom', 'app', 'ouvir', 'dizer', 'admirar', 'encantar', 'tentar', 'encantar', 'tentar', 'encantar', 'querer', 'tentar', 'encantar', 'querer', 'encantar', 'favor', 'fazer', 'dizer', 'encantar', 'querer', 'encantar', 'querer', 'nada', 'querer', 'app', 'dizer', 'conversar', 'quando', 'cheguei', 'cozinha', 'tio', 'copo', 'vinho', 'copo', 'vinho', 'querer', 'dizer', 'querer', 'dizer', 'assim', 'cheguei', 'dizer', 'encantar', 'encantar', 'entao', 'dizer', 'encantar', 'encantar', 'entao', 'entao', 'encantar', 'entao', 'tentar', 'tentar']",gente voce estao ter problema app anuncio aparelho apps voce ver app suspeito nome foto apertar desinstalar anuncio parar aparecer incomodar voce ocorrer confiem preciso comigo ficar grupo querer encantar adiar pedir pouco falasse falar bom app ouvir dizer admirar encantar tentar encantar tentar encantar querer tentar encantar querer encantar favor fazer dizer encantar querer encantar querer nada querer app dizer conversar quando cheguei cozinha tio copo vinho copo vinho querer dizer querer dizer assim cheguei dizer encantar encantar entao dizer encantar encantar entao entao encantar entao tentar tentar,-1,-5.03376,-0.40101182,,4103
nao bom acabei instalar interior ilha,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'interior', 'ilha']",nao bom acabar instalar interior ilha,-1,-6.983319,-3.4098463,,4127
nao bom acabei instalar s joao castro fim s paulo fundada ano os jesuitas instalaram lugar comecaram construcao nave principal,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'fim', 'fundar', 'ano', 'jesuita', 'instalar', 'lugar', 'comecar', 'construcao', 'nave', 'principal']",nao bom acabar instalar fim fundar ano jesuita instalar lugar comecar construcao nave principal,-1,-6.993438,-3.4274566,,4128
nao bom acabei instalar povo israel entregue salomao com poder salomao comecou governado filho sucessor salomao,neutral,neutral,"['nao', 'bom', 'acabar', 'instalar', 'povo', 'entregar', 'salomao', 'poder', 'Salomao', 'comecar', 'governar', 'filho', 'sucessor', 'salomao']",nao bom acabar instalar povo entregar salomao poder salomao comecar governar filho sucessor salomao,-1,-7.014221,-3.4529955,,4129
acabando testar nao agradar desinstalova vida dinheiro afirmou cantora,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstalovo', 'vida', 'dinheiro', 'afirmar', 'cantor']",acabar testar agradar desinstalovo vida dinheiro afirmar cantor,-1,-7.3981376,-4.1225667,,4130
acabando testar nao agradar desinstalo lembro aguentarei nada completou cantora,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstalir', 'lembro', 'aguentarei', 'completar', 'cantor']",acabar testar agradar desinstalir lembro aguentarei completar cantor,-1,-7.370091,-4.09321,,4132
acabando testar nao agradar desinstaloquei volta semana,neutral,neutral,"['acabar', 'testar', 'agradar', 'desinstaloquei', 'volta', 'semano']",acabar testar agradar desinstaloquei volta semano,-1,-7.379302,-4.101077,,4133
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador possa tornei membro comunidade blogueiros o tikke algo disse pessoa internet tikke ferramenta antiga simples funciona canal possa partilhar imagens favoritas videos fotos links links fotos etc,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'poder', 'tornei', 'comunidade', 'blogueiro', 'tikke', 'dizer', 'pessoa', 'tikke', 'ferramentar', 'antigo', 'simples', 'funciona', 'canal', 'poder', 'partilhar', 'imagem', 'favorito', 'video', 'foto', 'link', 'link', 'foto', 'etc']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador poder tornei comunidade blogueiro tikke dizer pessoa tikke ferramentar antigo simples funciona canal poder partilhar imagem favorito video foto link link foto etc,-1,0.38814622,13.019967,,4151
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador tiktok possaremos tentar resolucao deste problema parece problema humano proximo possivel pois tao perigoso qualquer pessoa,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'tiktok', 'possarer', 'tentar', 'resolucao', 'problema', 'parecer', 'problema', 'humano', 'proximo', 'possivel', 'perigoso', 'pessoa']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador tiktok possarer tentar resolucao problema parecer problema humano proximo possivel perigoso pessoa,-1,0.387476,13.017814,,4152
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador jogos site empresa site oficial caso site oficial google,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'jogo', 'site', 'empresa', 'site', 'oficial', 'caso', 'site', 'oficial', 'google']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador jogo site empresa site oficial caso site oficial google,-1,0.3879978,13.019619,,4153
baixei tiktok normal nao abrir celular vou baixar like ver sai espectativas deveriam menos possibilitar ver analise conteudo disponibilizar ferramenta criador fazer pazes mim objetivo e preciso sabermos ponto acordo todas opinioes favor oposto,neutral,neutral,"['baixei', 'normal', 'nao', 'abrir', 'celular', 'baixar', 'ver', 'sair', 'espectativa', 'dever', 'menos', 'possibilitar', 'ver', 'analise', 'conteudo', 'disponibilizar', 'ferramenta', 'criador', 'fazer', 'paz', 'objetivo', 'preciso', 'sabermos', 'ponto', 'acordo', 'favor', 'oposto']",baixei normal nao abrir celular baixar ver sair espectativa dever menos possibilitar ver analise conteudo disponibilizar ferramenta criador fazer paz objetivo preciso sabermos ponto acordo favor oposto,-1,0.37848932,13.004835,,4154
