content_traduzido,sentiment,sentiment_polarity,spacy_lemma
questao estrelas porque shopee precisa implementar diferencial mercado livre opcao full vezes agente precisa urgente produto shoppe nao falta responsabilidade dia vendedores colocar foto produto enviam outro cliente falta respeito precisa mudar logo shoppe relacao precos estao parabens conta precos q rivais maos aplaudindo pele clara maos aplaudindo pele clara maos aplaudindo pele clara,sadness,positive,"['questao', 'estrela', 'shopee', 'precisar', 'implementar', 'diferencial', 'mercado', 'livre', 'opcao', 'full', 'vez', 'agente', 'precisar', 'urgente', 'nao', 'falta', 'responsabilidade', 'dia', 'vendedor', 'colocar', 'foto', 'produto', 'enviar', 'cliente', 'faltar', 'respeito', 'precisar', 'mudar', 'logo', 'shoppe', 'relacao', 'preco', 'estao', 'parabem', 'contar', 'preco', 'q', 'rival', 'mao', 'aplaudir', 'pele', 'claro', 'mao', 'aplaudir', 'pele', 'claro', 'mao', 'aplaudir', 'pele', 'claro']"
frete cobrado deixando desejar ja bom agora certas mercadorias sao baratas frete sai x valor mesmas nao compensa pena desistido comprar muitas coisas dias mes tipo q anuncia frete gratis nao pude fazer unica compra nessa condicao decepcionada,sadness,positive,"['frete', 'cobrar', 'deixar', 'desejar', 'bom', 'agora', 'mercadoria', 'sao', 'barata', 'frete', 'sair', 'valor', 'mesmo', 'compensar', 'pena', 'desistir', 'comprar', 'coisa', 'dia', 'tipo', 'anunciar', 'frete', 'Gratis', 'pude', 'fazer', 'unico', 'compra', 'condicao', 'decepcionar']"
arrumem bug nao pra ficar minutos app pessoa navega app entra anuncios similares nada app trava tela vezes congela nao congela voce tambem nao consegue entrar coisas clicadas aparelho celular ja testei todos androids casa mesma coisa ja cheguei comprar coisas outro pra ter passar shopee melhorem experiencia cliente x interface funcionalidade pfvr,anger,negative,"['arrumer', 'ficar', 'minuto', 'pessoa', 'navega', 'app', 'entrar', 'anuncio', 'similar', 'app', 'trar', 'tela', 'vez', 'congela', 'congela', 'tamber', 'conseguir', 'entrar', 'coisa', 'clicar', 'aparelho', 'celular', 'testar', 'androids', 'casa', 'mesmo', 'coisa', 'cheguei', 'comprar', 'coisa', 'ter', 'passar', 'shopee', 'melhor', 'experiencia', 'cliente', 'interface', 'funcionalidade', 'pfvr']"
cada vez melhor pra empatar concorrencia so falta logistica junte todos pacotes vendedores diferente unico pacote entregue tudo junto porque vezes compramos varios objetos pequenos vendedores diferente ficar semana toda recebendo pacotes mercadolivre opcao recebermos tudo unica entrega facilita vida pra nao termos deixar resolver outras coisas esperando entregas durante semana toda,sadness,positive,"['cada', 'vez', 'bom', 'empatar', 'concorrencia', 'falta', 'logisticar', 'junte', 'pacote', 'vendedor', 'diferente', 'unico', 'pacote', 'entregar', 'junto', 'vez', 'compra', 'vario', 'objeto', 'pequeno', 'vendedor', 'diferente', 'ficar', 'semana', 'receber', 'pacote', 'mercadolivre', 'opcao', 'receberr', 'unico', 'entrega', 'facilito', 'vida', 'termos', 'deixar', 'resolver', 'coisa', 'esperar', 'entrega', 'semana']"
eh gostei aplicativo antes nao ligava ai so fazer compra pronto tornei cliente fiel shoppe nao consigo querer comprar outro aplicativo bem facil usar claro defeitos tambem posso jogar cima shoppe transportadoras certo descaso clientes espero futuro todas compras codigo receber objeto shoppe tratou super rapida reembolso satisfeita,happiness,positive,"['eh', 'gostar', 'aplicativo', 'antes', 'ligar', 'fazer', 'compra', 'pronto', 'tornar', 'cliente', 'fiel', 'shoppe', 'consigo', 'querer', 'comprar', 'aplicativo', 'bem', 'facil', 'usar', 'claro', 'defeito', 'tambem', 'poder', 'jogar', 'shoppe', 'transportadora', 'descaso', 'cliente', 'esperar', 'futuro', 'compra', 'codigo', 'receber', 'objeto', 'shoppe', 'tratar', 'super', 'rapir', 'reembolso', 'satisfeita']"
produtos precos sao bons graficos bem detalhados faceis entender deixa desejar demora entregar compra sendo mercado livre opcao entregar dia dia seguinte resto gosto shoppe,sadness,positive,"['produto', 'preco', 'sao', 'bom', 'grafico', 'bem', 'detalhado', 'facel', 'entender', 'deixar', 'desejar', 'entregar', 'compra', 'mercado', 'livre', 'opcao', 'entregar', 'dia', 'dia', 'seguinte', 'resto', 'gostar', 'shoppe']"
bom aplicativo facil uso ja fiz varias compras nele bom suporte facil pagamento lado ruim dificil ganhar cupons descontos nao shein voce consegue varios cupons melhorasse ficaria perfeito afinal acho compras entrega rapido shein enfim bom gosto,sadness,positive,"['bom', 'aplicativo', 'facil', 'uso', 'fiz', 'compra', 'bom', 'suporte', 'facil', 'pagamento', 'lado', 'ruim', 'dificil', 'ganhar', 'cupons', 'desconto', 'shein', 'conseguir', 'vario', 'cupons', 'melhorasse', 'ficar', 'perfeito', 'afinal', 'achar', 'compra', 'entregar', 'rapir', 'sheinr', 'enfim', 'bom', 'gosto']"
app melhorar comecar sugestao produtos vezes voce pesquisa algo sobre maquiagem aparecem coisas vibrador outras coisas ramo nao voce sinalizar nao quer ver produtos daquele tipo jogos travam chega irritante,anger,negative,"['app', 'melhorar', 'comecar', 'sugestao', 'produto', 'vez', 'pesquisar', 'maquiagem', 'aparecer', 'coisa', 'vibrador', 'coisa', 'ramo', 'sinalizar', 'querer', 'ver', 'produto', 'tipo', 'jogo', 'trar', 'chegar', 'irritante']"
ap ruim entrar trava pesquisar comprar produto colocar carrinho demora dependendo hora minutos outros aplicativos compras sao todos rapidos questao segundos minutos,disgust,negative,"['ap', 'ruim', 'entrar', 'trar', 'pesquisar', 'comprar', 'produto', 'colocar', 'carrinho', 'depender', 'hora', 'minuto', 'aplicativo', 'compra', 'sao', 'rapir', 'questao', 'segundo', 'minuto']"
reavaliando bem melhor entrar comprar ap tanto pesquisas tudo compras entrega perfeito,happiness,positive,"['reavaliar', 'bem', 'melhor', 'entrar', 'comprar', 'ap', 'pesquisa', 'compra', 'entregar', 'perfeito']"
relacao lojas nunca problemas agora servico entrega shopee simplesmente horroroso entregadores nao jogam mercadoria cima portao deixa terceiros pessimas experiencias servico entrega comentarios muita gente sendo prejudicada decepcionada ja reclamei varias vezes continua,disgust,negative,"['loja', 'nunca', 'problema', 'agora', 'servico', 'entregar', 'shopee', 'simplesmente', 'horroroso', 'entregador', 'jogar', 'mercadoria', 'cima', 'portao', 'deixar', 'terceiro', 'pessima', 'experiencio', 'servico', 'entregar', 'comentario', 'gente', 'prejudicar', 'decepcionar', 'Reclamei', 'vez', 'continuar']"
excelente aplicativo apresenta alguns bugs possui excelente gama produtos variacao precos fornecedores maioria sao nacionais confere maior conforto seguranca efetuar pedido ganhando maior velocidade entrega app continue crescendo cada vez ajudando muita gente atraves custo beneficio produtos,happiness,positive,"['excelente', 'aplicativo', 'apresentar', 'bugs', 'possuir', 'excelente', 'gama', 'produto', 'variacao', 'preco', 'fornecedor', 'maioria', 'sao', 'nacional', 'conferir', 'grande', 'conforto', 'seguranca', 'efetuar', 'pedir', 'ganhar', 'grande', 'velocidade', 'entregar', 'app', 'continuar', 'crescer', 'vez', 'ajudar', 'gente', 'atraves', 'custo', 'produto']"
gosto plataforma compras app muitos bugs ja reinstalei continua tendo erros constantes carregamento pagina faz desista compra muitas vezes frustrante experiencia usuario,disgust,negative,"['gostar', 'plataformar', 'compra', 'app', 'bugs', 'reinstalei', 'continuar', 'ter', 'erro', 'constante', 'carregamento', 'pagina', 'fazer', 'desista', 'compra', 'vez', 'frustrante', 'experiencia', 'usuario']"
shopee queria fama maravilhoso descontos verdade cupons funcionavam verdade hoje dia quase nenhum cupom frete gratis valor minimo funcionam verdade vantajoso usar aliexpress amazon principalmente vantagens prime ate mercado livre,anger,negative,"['shopee', 'querer', 'fama', 'maravilhoso', 'desconto', 'verdade', 'cupons', 'funcionar', 'verdade', 'hoje', 'dia', 'quase', 'cupom', 'frete', 'gratis', 'valor', 'minimo', 'funcionar', 'verdade', 'vantajoso', 'usar', 'aliexprsl', 'amazon', 'principalmente', 'vantagem', 'prime', 'mercado', 'livre']"
shopee mostrou muitos artistas nacionais nesse periodo taxas bom saber lojas brs incriveis vendem produtos excelente qualidade ainda pena taxas estarem acabando liberdade compra talvez nao termo certo leiga assunto shopee vem recompensando suporte tecnico excelente sao pessoas carismaticas sempre resolvem problemas duvidas,happiness,positive,"['shopee', 'mostrar', 'artista', 'nacional', 'periodo', 'taxa', 'bom', 'saber', 'loja', 'brs', 'incrivel', 'vender', 'produto', 'excelente', 'qualidade', 'ainda', 'pena', 'taxa', 'acabar', 'liberdade', 'compra', 'talvez', 'nao', 'termo', 'certo', 'leiga', 'assunto', 'shopee', 'vir', 'recompensar', 'suporte', 'tecnico', 'excelente', 'sao', 'pessoa', 'carismatico', 'sempre', 'resolver', 'problema', 'duvir']"
compro bastante tempo pontos corrigidos alguns produtos selo entrega gratis porem voce finaliza pedido adiciona valor entrega outro ponto melhorar proprio aplicativo travando quase sempre,sadness,positive,"['compro', 'tempo', 'ponto', 'corrigir', 'produto', 'selo', 'entregar', 'gratis', 'por', 'voce', 'finalizar', 'pedir', 'adiciono', 'valor', 'entregar', 'ponto', 'melhorar', 'proprio', 'aplicativo', 'travar', 'quase', 'sempre']"
ja bom aplicativo compra agora deixando desejar decepcionada pois sempre comprei gostei uns tempos pra ca vcs tiraram cupons frete gratis colocam qualquer loja pra vender nao selecionam compromisso cliente nao estao fazendo promocoes compensam voltem cupons frete gratis valores baixos olhem bem lojas anunciam produto mandam outro so sugestao app favorito melhores,disgust,negative,"['bom', 'aplicativo', 'compra', 'agora', 'deixar', 'desejar', 'decepcionar', 'pois', 'sempre', 'comprei', 'gostar', 'tempo', 'vcs', 'tirar', 'cupons', 'frete', 'gratis', 'colocar', 'loja', 'vender', 'selecionar', 'compromisso', 'cliente', 'nao', 'estao', 'fazer', 'promocoes', 'compensar', 'voltar', 'cupons', 'frete', 'valor', 'baixo', 'olher', 'bem', 'loja', 'anunciar', 'produto', 'mandar', 'sugestao', 'favorito', 'bom']"
fiz compra relogio abril so funcionou semana abri solicitacao reembolso obedeci todos passos devolucao produto ate hj nao realizaram estorno compra cartao credito disseram ate meses credito voltava insatisfeita politica devolucao reembolso empresa nao passa credibilidade pos venda mercado livre nao acontece atendentes dao retorno sabe falar,anger,negative,"['fiz', 'compra', 'relogio', 'abril', 'funcionar', 'semano', 'abri', 'reembolso', 'obedeci', 'passo', 'devolucao', 'produto', 'realizar', 'estorno', 'compra', 'Cartao', 'dizer', 'mês', 'credito', 'voltar', 'insatisfeito', 'politico', 'Devolucao', 'reembolso', 'empresa', 'passar', 'credibilidade', 'venda', 'mercado', 'livre', 'nao', 'acontecer', 'atendente', 'retorno', 'saber', 'falar']"
shopee simplesmente incrivel uso aplicativo regularmente fazer compras online sempre impressionado variedade produtos disponiveis otimos precos alem disso experiencia compra suave conveniente entrega rapida confiavel atendimento cliente excepcional definitivamente recomendo shopee todos amigos familiares otimo trabalho equipe shopee,happiness,positive,"['shopee', 'simplesmente', 'incrivel', 'uso', 'aplicativo', 'regularmente', 'fazer', 'compra', 'onlinar', 'sempre', 'impressionar', 'produto', 'disponivel', 'otimo', 'preco', 'aler', 'experiencia', 'compra', 'suave', 'conveniente', 'entregar', 'rapir', 'confiavel', 'atendimento', 'cliente', 'excepcional', 'definitivamente', 'recomendo', 'shopee', 'amigo', 'familiar', 'otimo', 'trabalho', 'equipe', 'shopee']"
nao possivel acessar central vendedor aplicativo nao opcao pra acessar central vendedor nao consigo acessar navegador central vendedor possivel gerar etiqueta enviar pedido falha grotesca shopee muita bagunca aplicativo deveria ter app exclusivo vendedores disponibilizaria ferramentas necessarias shopee ta ai pros vendedores cobrando taxas absurdas entregando plataforma tracas,anger,negative,"['nao', 'possivel', 'acessar', 'central', 'vendedor', 'aplicativo', 'opcao', 'acessar', 'central', 'vendedor', 'nao', 'consigo', 'acessar', 'navegador', 'central', 'vendedor', 'possivel', 'gerar', 'etiqueta', 'enviar', 'pedir', 'falha', 'grotesca', 'shopee', 'bagunca', 'aplicativo', 'dever', 'ter', 'app', 'exclusivo', 'vendedor', 'disponibilizaria', 'ferramento', 'necessario', 'shopee', 'ta', 'pro', 'vendedor', 'cobrar', 'taxa', 'absurr', 'entregar', 'plataforma', 'traco']"
pessimo app cheio coisas nao faz sentido nenhum dificil acompanhar rotar pedido interface ruim cheio cores paracer app divertir criancas prazo entrega nunca respeitado entao resumindo estrela brilhante nao recomendo shoppee melhor mercado livre usei ha anos ate agora nada reclamar mercado livre vezes melhor shoppee,anger,negative,"['pessimo', 'app', 'cheio', 'coisa', 'fazer', 'sentido', 'dificil', 'acompanhar', 'rotar', 'pedir', 'interface', 'ruim', 'cheio', 'cor', 'paracer', 'app', 'divertir', 'crianco', 'prazo', 'entregar', 'nunca', 'respeitar', 'entao', 'resumir', 'estrela', 'brilhante', 'recomendo', 'shoppee', 'bom', 'mercado', 'livre', 'usei', 'ha', 'ano', 'agora', 'reclamar', 'mercado', 'livre', 'vez', 'bom', 'Shoppee']"
gosto shopee sempre algumas coisas diferentes uteis la unica coisa agora nao legal compras internacionais estao ficando paradas alfandega muitas vezes valor imposto brasileiro maior preco produto frete pra compras nacionais otimo,sadness,positive,"['gostar', 'shopee', 'sempre', 'coisa', 'utel', 'unico', 'coisa', 'agora', 'legal', 'compra', 'internacional', 'estao', 'ficar', 'parar', 'alfandegar', 'vez', 'valor', 'impor', 'brasileiro', 'grande', 'preco', 'produto', 'frete', 'compra', 'nacional', 'otimo']"
bom dia experiencia compras finalizadas shpee ano marcada ate data quatro compras deram problemas reais perdi tentei contato nao obtive estorno valor outras resarcido site nao perda gostando recomendo sopee sinto plataforma shopp bem melhor antes,sadness,positive,"['bom', 'dia', 'experiencia', 'compra', 'finalizadas', 'shpee', 'ano', 'marcar', 'data', 'compra', 'dar', 'problema', 'real', 'perdi', 'tentar', 'contato', 'obtive', 'estorno', 'valor', 'resarcir', 'site', 'nao', 'perda', 'gostar', 'recomendo', 'sopee', 'sinto', 'plataforma', 'shopp', 'bem', 'bom', 'antes']"
bom site compras faco varias compras algumas nao mostram satisfatorias sistema atendimento consumidor fraco atendentes nao conseguem resolver problemas on line equipe fica responsavel atendimento posterior tambem nao costuma eficaz,sadness,positive,"['bom', 'site', 'compra', 'faco', 'vario', 'compra', 'mostrar', 'satisfatoria', 'sistema', 'atendimento', 'consumidor', 'fraco', 'atendente', 'conseguir', 'resolver', 'problema', 'line', 'equipe', 'ficar', 'responsavel', 'atendimento', 'posterior', 'tamber', 'nao', 'costum', 'eficaz']"
nao comprem nada quebre estrague comecaram entregar coisas jogando chao tocar interfone bater palma casa sera mto dificil fazer entrega correta quintal parece lixao infelizmente nao comprarei nada pois ja fiz duas reclamacoes nada fizeram varias entregas chao sempre notificaram entregador muda so terceira vez deram formulario preencher servico ma qualidade,anger,negative,"['compr', 'quebre', 'estrague', 'comecar', 'entregar', 'coisa', 'jogar', 'chao', 'tocar', 'interfone', 'bater', 'palmo', 'casa', 'serar', 'dificil', 'fazer', 'entrega', 'correta', 'quintal', 'parecer', 'lixao', 'infelizmente', 'nao', 'comprarei', 'pois', 'fiz', 'reclamacoes', 'nada', 'fazer', 'vario', 'entrego', 'chao', 'sempre', 'notificar', 'entregador', 'mudar', 'terceiro', 'vez', 'dar', 'formulario', 'preencher', 'servico', 'qualidade']"
otimo app muitas promocoes principalmente frete gratis melhor todos pra fotos videos compras avaliacoes tornando facil pros outros avaliarem vale pena comprar produto so deviam incluir modo noturno tela branco daquele jeito prejudica visao unico problema culpa vendedores tao demorando demais pra encaminhar produtos gente ja esperar correios ainda esperar vendedor deixa espera longa aind,sadness,positive,"['otimo', 'appr', 'promocoes', 'principalmente', 'frete', 'gratis', 'bom', 'foto', 'video', 'compra', 'tornar', 'facil', 'pro', 'avaliar', 'vale', 'pena', 'comprar', 'produto', 'dever', 'incluir', 'modo', 'noturno', 'tela', 'branco', 'jeito', 'prejudico', 'visao', 'unico', 'problema', 'culpa', 'vendedor', 'demorar', 'encaminhar', 'produto', 'gente', 'esperar', 'correio', 'ainda', 'esperar', 'vendedor', 'deixar', 'esperar', 'longo', 'aind']"
gostando demais comprar shopee shopee produtos otimos sempre preciso comprar algo corro la pra ver opcoes sempre precisando melhores precos quase sempre nao pago taxa entrega tudo bom facilita hora fazer compras sacolas compras carrinho compras gostando produtos sao entregues capricho bem embaladinhos adoro tudo facil comprar shopee aplicativo so posso dizer obrigada,happiness,positive,"['gostar', 'demais', 'comprar', 'shopee', 'shopee', 'produto', 'otimo', 'sempre', 'preciso', 'comprar', 'corro', 'ver', 'opcoes', 'sempre', 'precisar', 'bom', 'preco', 'quase', 'sempre', 'pagar', 'taxa', 'entregar', 'bom', 'facilita', 'hora', 'fazer', 'compra', 'sacolo', 'compra', 'carrinho', 'compra', 'gostar', 'produto', 'sao', 'entregar', 'capricho', 'bem', 'embaladinho', 'adorar', 'facil', 'comprar', 'shopee', 'aplicativo', 'poder', 'dizer', 'obrigar']"
