content,sentiment,sentiment_polarity
"me surpreendo com os preços baixos, super recomendo, já fiz várias compras pelo app. Porém só não dou 5 estrelas por dois motivos... 1- os cupons de frete grátis são muito limitados, e demora-se a ganhar novos cupons. 2- ultimamente desisti de fazer novas compras porque o app tem bugado. vc não consegue alterar a forma de pagamento, e também não consegue adicionar nenhum cupom. Quando vc seleciona e regressa não fica. Não sou o único a reclamar disso. Por favor concertem isso.",sadness,positive
"Tava perfeito a empresa shopee, a entrega os cupons, os fretes tudo ok. Aí do nada vem uma tal de aduaneira, um tal de pagamento de taxa que fica complicado pra quem compra, o próprio app diz que não há cobrança de taxa, aí agora aparece que o produto só chega depois da taxa paga. Eu não entendo!!",anger,negative
"Otimo para pequenas compras, do a entrega de alguns produtos que demora um pouco mesmo sendo no territorio brasileiro, tive problemas passados com a forma de pagamento, porem depois de um certo tempo consertaram a falha do app apesar de ter demorado.",happiness,positive
"Estou amando comprar na shopee, estou recebendo meus produtos rápidos e direitinho, estão vindo igualzinhos as imagens e descrições e além de tudo muito bem embalado, vou continuar comprando pois os preços são ótimos saber baratos e produtos de ótima qualidade , um aplicativo fácil de usar e as lojas todas bem organizadas. Recomendo muito a shopee que comprar vai adorar a experiência.",happiness,positive
A shopee tem seus altos e baixos! Eu sempre altero minha avaliação de acordo com as experiências! No momento estou insatisfeita com a demora que os vendedores posta o produto! Já tive o pedido cancelado várias vezes por demora do vendedor postar! Melhora isso shopee!,anger,negative
"Estou sempre comprando na Shopeee e nunca tive problemas. Já tive mercadoria que chegou sem funcionar, outra faltando produto e também mercadoria que se perdeu no transporte. Em todas essas situações fui reembolsada rapidamente e porisso não tive qualquer aborrecimento. Dou nota 10 para a plataforma e vou continuar comprando.",happiness,positive
"Muita gente reclama que o aplicativo é lento, e é mesmo. Funciona como um chupa-cabra que tem acesso a TODOS OS SEUS DADOS. Todos mesmo, financeiros, agenda, localização, compras, históricos etc. Isso explica porque o aplicativo é lento. O foco não é só vender produtos e sim pegar dados e transmiti-los sabe-se lá para quem ou onde.",fear,negative
"Produtos bons, a entrega tem sido rápida, no entanto o reembolso e o valor dos fretes ainda são uma dor de cabeça. Além disso, ao comprar aparece entrega padrão sem informar qual a transportadora . Os fretes estão absurdos, às vezes sendo com valor acima do valor do produto. Estou pensando se continuarei comprando na plataforma, pois virou comum alguns vendedores enviarem produtos errados e exigirem a devolução do produto antes de dar o reembolso, isso é ultrajante.",anger,negative
"Demora muito a chegar meus produtos, até quando faço compra nacional demora quase um mês ou mais que isso , tem pessoas que conheço que não demora assim, esse app ele seleciona pessoas pra chegar às entregas mais rápidas e outras não . Infelizmente péssimo app em questão de entrega e atraso das entregas , e entregar o produto em mãos erradas .",anger,negative
"Péssimo no quisito segurança. Alguém usou os dados do meu cartão cadastrado na shopee para tentar fazer uma compra, só não foi aprovada porque o limite foi insuficiente. Grande falha na segurança dos dados da shopee. Amém da falha na segurança, não consigo adicionar fotos de um produto para solicitar reembolso. Pedi duas unidades de um produto, me enviaram apenas uma! Grande falta de respeito!",anger,negative
"Gostei muito, carrega rapidamente, parecia ser muito pesado, na ilustração, mas não é. Atende três modelos de celular. Indico, podem adquirir, não se arrependerá.",happiness,positive
"Até o momento tem sido uma experiência positiva, gostei de tudo o que comprei, os itens com problemas consegui devolver e fui reembolsada. Gente agora se você faz a compra com o pagamento por pix e cancela a devolução é quase que imediata. Tem muitos cupons promocionais, muito legal. Acho legal que se o vendedor não enviar no prazo, automaticamente o pedido é cancelado e é feita a devolução do valor pago.",happiness,positive
"O aplicativo ate que e bom, porém quase todas as compras que fiz nele vieram com problema, muitas das vezes nao condiz com o anúncio ja estou desistindo do aplicativo, ter de passar toda vez pelo mesmo problema""ter de devolver a compra por algum motivo ou com algum problema ou defeito"" muitas das vezes de ter a paciência com o vendedor, que por sua vez parece que nao estar nem ai.....",anger,negative
"Muito bom, muitas variedades de produtos. Recebo sempre o que compro. Só não gostei de um caso que o produto veio errado, e pra devolver tive que ficar rifando o valor do reembolso, até a shopee resolver entrar na conversa. Mas deu tudo certo.",sadness,positive
"Boa parte do app funciona bem e é fácil de navegar. Os únicos problemas são a busca não encontra nada, não dá nenhuma mensagem de não encontrado e mostra uma lista aleatória de produtos e há uma opção a partir de moedas ou prêmio di dia (não me lembro qual) ao acessar o jogo de bolhas dá página não encontrada e por último, às vezes os jogos de bolha fica extremamente lento e sou obrigado a fechar o app e reiniciar novamente.",sadness,positive
"O app é muito bom e além de facilitar bastante o processo de compra, passa segurança ao cliente. Só precisa melhorar a questão do desempenho, as vezes trava, a pessoa não consegue clicar, precisa esperar alguns segundos ou as vezes até fechar e abrir novamente o app. Mas confio nos desenvolvedores que isso será resolvido em breve afinal o povo quer lucrar kkkkk abç",sadness,positive
"Tem muita variedade de produtos. Mas o App tá simplesmente horrível, demora uma eternidade pra carregar fotos e avaliações, tem bugs, demora pra abrir um anúncio de produto, tá muito lento.",disgust,negative
"Compro faz anos, valores dos produtos são bem em conta, a única reclamação que tenho a fazer é que as mercadorias levam muito tempo pra chegarem ao destino, passando por vários centros logísticos. Minha sugestão seria que as mercadorias pudessem ser entregues de maneira mais rápida, tipo um padrão super rápido,nem que cobrassem uma pequena taxa por isso",sadness,positive
"Comecei a comprar da Shopee e estou adorando.No início fui experimentando para ver se valia a pena.E realmente compensa.São corretos, responsáveis, sempre recebo até antes do prazo e os preços são ótimos. O app. funciona normalmente, é de fácil acessibilidade ,todos podem comprar dentro das regras do mesmo.A garantia na compra também é verdadeira.Nota 10!",happiness,positive
"Meu primeiro pedido chegou bem antes do previsto, ótima qualidade, ótimo preço, parabéns!!!! Estou indicando pra toda família!!!!👍👍👍👍👍 Seria melhor se os vendedores praticassem só um valor,na maioria dos produtos, existem dois valores,o que induz a uma compra errada e uma propaganda enganosa!!! Mas compro muito e há bastante tempo neste app e acabei aprendendo,mas as vezes me aborrece qdo me deparo com dois valores!!!",sadness,positive
"Muito bom os produtos , com boa qualidade e bem embalado, com preços que varia do produto mais que cabe no bolso de cada um , sai muito mais em conta comprar pela shoppe, e as entregas sempre chega dentro do prazo as vezes até antes do prazo, eu indico a todos que baixa o app e comece logo suas compras 🛒🛍️ e aproveite bastante boa sorte 😉",happiness,positive
"Viciada no app, não me arrependo de ter instalado, a variedade é enorme. Uma dica: Leiam com atenção às descrições dos produtos. Sempre olhos os detalhes, fotos e vídeos e minhas compras sempre chegam antes só prazo determinado.",happiness,positive
"Uma sugestão, a shopee poderia ter a funcão de nota fiscal eletronica igual um certo concorrente. Está faltando essa seguranca que o lhes permitiria uma compra mais segura em certos produtos. Em muitas compras que fiz faltou essa funcão o que talvez muitos deixariam de comprar por medo e inseguranca sobre certos produtos. Alguns vendedores enviam nota fiscal e outros não. E os que enviam colam com durex que fica impossível tirar sem danificá-lo.",sadness,positive
"Posso resumir, em poucas, palavras, o que é a shopee Shopee displicente, Muito burocráticos, não entregam o pedido e quando entrega, demora orrores, e reembolso, esqueci nem pensar. E caso vc queira vender alguma coisa n tem uma plataforma so para vendedores e caso vc queira excluir a conta de venda tambem exclui a de usuario comprador. Ridiculo. N é como magazini luiza que tem uns 10 apps pra cada coisa.",anger,negative
"Shopee já foi melhor. Não consigo mais frete grátis, por mais perto que seja do meu endereço, simplesmente decidiram que o cupom de frete grátis só é válido para aqueles até 20 reais, só que sempre deixam mais caro pra você ter que pagar uma parte do frete de qualquer maneira, pra ter a ilusão de que o cupom está servindo pra alguma coisa mas não está! Melhora isso Shopee, quero frete grátis!",anger,negative
"O app em si é bom, mas a logística é horrível. Toda vez que compro algo: 1 - não consigo rastrear, porque eles não informam qual transportadora está trazendo o pacote 2 - O rastreio pelo app é atrasado, e se ocorre uma demora, não temos com quem reclamar, pois o chat também não resolve nada 3 - Na maioria das vezes as transportadoras ""parceiras"" nem vem ao meu endereço e colocam como ""destinatário não encontrado"". Aí fico na urgência do pacote, e ele é devolvido, sem ao menos terem vindo aqui!",anger,negative
"Excelente, já fiz várias compras. Entrega sempre dentro do prazo, excelente suporte, transparência , costumo sempre olhar os comentários das pessoas que já compraram algum produto para ver a qualidade pois não podemos confiar sempre na propaganda dos vendedores a verda está nos comentários. Recomendo muito o app. O único problema é a taxação desse governo maldito, os impostos chegam a ser mais caros do que os produtos. Enfim, façamos o L. 👍🏼👍🏼",sadness,positive
