content,spacy_lemma,sentiment_polarity,sentiment_polarity_predict
"Excelente, sem ele eu não teria material de divulgação, marketing e etc.. Muito fácil de Utilizar.. Eu não sabia fazer nada.. E tudo que tem no meu Instagram até a última semana de Julho fui eu que fiz.. @nutriraquelrodrigues - E tem facilitado a vida da minha filhota, que faz as atividades da escola por aqui também! 🥰🌻","['excelente', 'material', 'Divulgacao', 'marketing', 'etc', 'muito', 'facil', 'utilizar', 'saber', 'fazer', 'instagr', 'ultima', 'semano', 'julho', 'fiz', 'facilitar', 'vida', 'filhoto', 'fazer', 'atividade', 'Escola', 'aqui', 'ror', 'sorridente', 'coracoes']",positive,negative
"Faço verificação facial normalmente no Itaú e inter aí no nubank não consigo. Será que até 2030 vcs conseguem arrumar??? Tá bugado o reconhecimento facial na imagem da tela tá perfeito, na hora que tira a foto fica embasado e fala que tá com luminosidade excessiva impossibilitando de ativar todas as funções... A espera de um milagre pra arrumarem isso... Tá desde ano passado assim!","['faco', 'verificacao', 'facial', 'normalmente', 'itaur', 'inter', 'serar', 'conseguir', 'arrumar', 'ta', 'bugar', 'reconhecimento', 'facial', 'imagem', 'telo', 'perfeito', 'hora', 'tiro', 'foto', 'ficar', 'embasado', 'falar', 'luminosidade', 'impossibilitar', 'ativar', 'funcoe', 'esperar', 'milagre', 'arrumar', 'ano', 'passado', 'assim']",positive,positive
"Travando direto e fechando sozinho. Já troquei de aparelho,estou com poco x5 pro e o aplicativo desde o aparelho anterior trava ao digitar ou quando vou fazer qualquer interação com alguém e termina fechando sozinho, é impossível manter um diálogo, e 90% dos meus clientes utilizam o aplicativo. E vejo q isso está acontecendo praticamente só comigo e garanto que não é o aparelho. Por favor vejam meu caso urgente porque tá impossível usar o aplicativo e tô perdendo atendimentos de clientes.","['travar', 'direto', 'fechando', 'sozinho', 'aparelho', 'poco', 'pro', 'aplicativo', 'aparelho', 'anterior', 'trar', 'digitar', 'fazer', 'interacao', 'alguir', 'terminar', 'fechar', 'sozinho', 'impossivel', 'manter', 'dialogo', 'cliente', 'utilizar', 'aplicativo', 'vejo', 'acontecer', 'praticamente', 'comigo', 'garanto', 'aparelho', 'favor', 'vejar', 'caso', 'urgente', 'impossivel', 'usar', 'aplicativo', 'perder', 'atendimento', 'cliente']",positive,positive
"Nunca reclamei do capcut, mas dessa vez, a situação está crítica. Nessa última atualização o app simplesmente trava quando vou exportar o meu projeto, chega no 99% e simplesmente trava e não salva, e sempre que tento de novo acontece a mesma coisa. Não eh problema de espaço, não eh problema no processador do celular, não tem problema em nada, e também não uso muitos efeitos nos meus vídeos, transições e outras coisas, mas mesmo assim ele está travando no 99%. Por favor, consertem isso.","['nunca', 'Reclamei', 'capcut', 'vez', 'situacao', 'critico', 'ultimo', 'atualizacao', 'app', 'simplesmente', 'trar', 'exportar', 'projeto', 'chegar', 'simplesmente', 'trar', 'salvar', 'sempre', 'tentar', 'novo', 'acontecer', 'mesmo', 'coisa', 'eh', 'problema', 'espaco', 'eh', 'problema', 'processador', 'celular', 'problema', 'nada', 'uso', 'efeito', 'video', 'transicoe', 'coisa', 'assim', 'travar', 'favor', 'consertem']",negative,positive
Continua falando q meu celular está com vírus mas ele n tá Okkkk,"['continuar', 'falar', 'celular', 'virus']",positive,positive
"O aplicativo tem falhas ridículas, que poderiam facilmente ser resolvidas. A questão de trocar a música de uma postagem por exemplo: eu fiz uma publicação com música, que funcionou perfeitamente por algumas horas, mas logo depois começou a aparecer ""áudio indisponível"", não só em uma, mas em várias postagens minhas, e simplesmente não há nada que eu possa fazer, porque não existe a função de trocar a música. O Instagram fica a cada dia mais tosco.","['aplicativo', 'falho', 'ridiculas', 'poder', 'facilmente', 'resolvir', 'questao', 'trocar', 'musica', 'postagem', 'exemplo', 'fiz', 'publicacao', 'musica', 'funcionar', 'perfeitamente', 'hora', 'logo', 'comecar', 'aparecer', 'audio', 'indisponivel', 'postagem', 'simplesmente', 'poder', 'fazer', 'existir', 'funcao', 'trocar', 'musica', 'instagr', 'ficar', 'dia', 'tosco']",negative,positive
"Ultimamente o app tem me decepcionado bastante. Bugs ou recursos que apagam períodos de msgs ainda nem visualizados. Constante o sumisso das últimas 24h ou períodos que abrangem até 30dias. Não de um CTT, mas todos, incluindo chats de grupos . Impossível confiar em guardar msgs importantíssimas para o panorama atual. Chats possivelmente comprobatórios de eventos somem, impossibilitando a necessidade de ratificar denúncia. Lamentável. Nesse quesito Telegram supera. Em tempo, configs checadas.","['ultimamente', 'app', 'decepcionar', 'bastante', 'bugs', 'recurso', 'apagar', 'perior', 'msg', 'ainda', 'visualizar', 'constante', 'sumisso', 'ultima', 'perior', 'abranger', 'dia', 'incluir', 'chat', 'grupo', 'impossivel', 'confiar', 'guardar', 'importantissima', 'panorama', 'atual', 'chats', 'possivelmente', 'comprobatorio', 'evento', 'somir', 'impossibilitar', 'necessidade', 'ratificar', 'denuncia', 'lamentavel', 'quesito', 'telegr', 'superar', 'tempo', 'configs', 'checar']",negative,negative
"Sempre pagos minhas faturas em dia, nunca atrasei sequer uma. Empréstimo também, sempre pago adiantado e nunca atrasei sequer um pagamento. O limite do cartão, não sai do rastro,nunca mais me deram limite de cartão (isso porque uso bastante, o cartão). E mesmo faltando apenas 4 parcelas do empréstimo, eles não liberam mais valores. Estou só esperando acabar todos meus pagamentos, e vou cancelar a conta.","['sempre', 'pagar', 'faturo', 'dia', 'nunca', 'atrasar', 'sequer', 'emprestimo', 'sempre', 'pagar', 'adiantar', 'nunca', 'atrasar', 'sequer', 'pagamento', 'limite', 'cartao', 'sair', 'rastro', 'nunca', 'dar', 'limite', 'cartao', 'uso', 'bastante', 'cartao', 'faltar', 'apenas', 'parcela', 'emprestimo', 'liber', 'valor', 'esperar', 'acabar', 'pagamento', 'cancelar', 'conto']",negative,negative
"O app é ótimo pra editar, mas tiraram todos os filtros da parte da câmera (por exemplo: os filtros de maquiagem), também a maioria dos efeitos são pagos, e isso não é tão bom.","['app', 'otimo', 'editar', 'tirar', 'filtro', 'parte', 'camer', 'exemplo', 'filtro', 'maquiagem', 'maioria', 'efeito', 'pagar', 'bom']",negative,negative
"O aplicativo em si é perfeito, as pessoas ficam por dentro do que está acontecendo no dia a dia do Brasil e do mundo. Porém, ultimamente o aplicativo veio apresentando vários bugs em relação a carregamento, quando você entra em um perfil por alguma marcação em algum comentário, fica lento e carregando infinitamente sem parar, os vídeos também bugam e ficam lentos derepente. As vezes o aplicativo também não notifica as mensagens de diversas pessoas por horas. Tirando isso o app é maravilhoso","['aplicativo', 'perfeito', 'pessoa', 'ficar', 'dentro', 'acontecer', 'dia', 'dia', 'por', 'ultimamente', 'aplicativo', 'vir', 'apresentar', 'vario', 'bugs', 'relacao', 'carregamento', 'entrar', 'perfil', 'marcacao', 'comentario', 'ficar', 'lento', 'carregar', 'infinitamente', 'parar', 'video', 'bugar', 'ficar', 'lento', 'derepente', 'vez', 'aplicativo', 'notificar', 'mensagem', 'pessoa', 'horo', 'tirar', 'app', 'maravilhoso']",negative,negative
"o aplicativo simplesmente tem bugs horrível, em questão de por música nos blocos de notas não consigo pois não aparece nada pra eu por e diz que a música que eu escolhi pode não está disponível no país sendo que nem a opção de por tem. Já desinstalei, limpei dados e tudo mais e mesmo assim a opção não chegou pra mim e nem o bug foi resolvido e a plataforma não resolve nem me ajuda a resolver mesmo mandando feedback","['aplicativo', 'simplesmente', 'bugs', 'horrivel', 'questao', 'musica', 'bloco', 'nota', 'consigo', 'aparecer', 'dizer', 'musica', 'escolher', 'poder', 'disponivel', 'pai', 'opcao', 'limpei', 'dar', 'assim', 'chegar', 'bug', 'resolver', 'plataforma', 'resolver', 'ajudar', 'resolver', 'mandar', 'feedback']",negative,positive
"O acesso ao aplicativo está cada dia pior. Demorei pelo menos 20 minutos pra conseguir acessar e fazer pagamentos. Tô cansada de pedir ajuda , atualiza app ,limpar cachê e nada muda . Já fiquei na rua impossibilitada de fazer um pix porque simplesmente não abre. O jeito é deixar de usar , já gostei muito desse banco digital, agora só faz a gente passar raiva. O dinheiro fica preso na conta e a gente não consegue movimenta lo , é um absurdo de incompetência.","['acesso', 'aplicativo', 'dia', 'mau', 'demorei', 'pouco', 'minuto', 'conseguir', 'acessar', 'fazer', 'pagamento', 'cansada', 'pedir', 'ajuda', 'atualizar', 'app', 'limpar', 'cache', 'mudar', 'fiquei', 'rua', 'impossibilitar', 'fazer', 'pix', 'simplesmente', 'abrir', 'jeito', 'deixar', 'usar', 'gostar', 'banco', 'digital', 'agora', 'fazer', 'gente', 'passar', 'raiva', 'dinheiro', 'ficar', 'prender', 'contar', 'gente', 'conseguir', 'movimento', 'absurdo', 'incompetencia']",negative,negative
"Simplesmente o App não carrega mais no meu celular, e eu usava normalmente todos os dias, agora tenho que desinstalar e instalar quando quero ver algo nele, só assim ele abre uma única vez e depois fica só na página de abertura e nunca abre o aplicativo.","['simplesmente', 'app', 'carregar', 'celular', 'usar', 'normalmente', 'dia', 'agora', 'desinstalar', 'instalar', 'querer', 'ver', 'assim', 'abrir', 'unico', 'vez', 'ficar', 'pagino', 'abertura', 'nunca', 'abrir', 'aplicativo']",negative,negative
"Estou muito estressado com o aplicativo, as músicas nos destaques não estão funcionando, alem de que o carregamento de posts, fotos esta muito lento e também bugs que acontecem constantemente, o aplicativo é horrível, deveria melhorar ou criarem um melhor.","['estressado', 'aplicativo', 'musico', 'destaque', 'funcionando', 'aler', 'carregamento', 'posts', 'foto', 'lento', 'bugs', 'acontecer', 'constantemente', 'aplicativo', 'horrivel', 'dever', 'melhorar', 'criar', 'bom']",negative,positive
"Ótimo app, minhas ressalvas são com relação a edição, temporizador. Fora isso isso tudo certo.","['otimo', 'app', 'ressalvo', 'relacao', 'edicao', 'temporizador']",positive,positive
Minha conta do instagram não tem nenhuma música disponível!!!!! As únicas músicas que aparecem são músicas que nunca ouvi na vida. Porfavor concertar esse erro pois quero ver o veigh nas minhas notas. (Obs: faz 8 dias que está desse jeito e não volta ao normal de jeito nenhum).,"['conta', 'instagr', 'musica', 'disponivel', 'unica', 'musico', 'aparecer', 'musico', 'nunca', 'ouvir', 'vida', 'porfavor', 'concertar', 'erro', 'querer', 'ver', 'veigh', 'nota', 'obs', 'fazer', 'dia', 'jeito', 'voltar', 'normal', 'jeito']",positive,positive
"O app é bom porém algun erro aconteceu, por exemplo as músicas, quando eu vou escolher uma música pra meus storys não aparece a qual eu quero, não é por que eu escrevi errado o nome e sim o próprio Instagram, melhore isso pfvr não sou obrigado a colocar músicas chatas no meu story, Bye!","['app', 'bom', 'por', 'erro', 'acontecer', 'exemplo', 'musico', 'escolher', 'musica', 'aparecer', 'querer', 'escrevi', 'errar', 'nome', 'sim', 'proprio', 'instagr', 'melhore', 'pfvr', 'obrigar', 'colocar', 'musico', 'chato', 'story', 'bye']",positive,positive
"Estou com problemas para acessar o aplicativo, tenho feito varias tentativas de acesso até mesmo desinstalei e reinstalei o app mas continua dando bug. Até o reconhecimento facial nao esta funcionando. Tentei até mudar de aparelho fiz a tentativa com Iphone e o bug continua... não consegui acessar.","['problema', 'acessar', 'aplicativo', 'fazer', 'vario', 'tentativo', 'acesso', 'reinstalei', 'app', 'continuar', 'dar', 'bug', 'reconhecimento', 'facial', 'nao', 'funcionar', 'tentar', 'mudar', 'aparelho', 'fiz', 'tentativa', 'iphone', 'continuar', 'conseguir', 'acessar']",positive,positive
"Simplesmente horrível! Instalei o app, fiz todo o cadastro, fiz a verificação pedida no e-mail e simplesmente não consigo abrir o aplicativo, tentei diversas vezes e sempre diz que algo deu errado e que é para eu verificar a minha conexão, sendo que consigo abrir toooodos os aplicativos que tenho no celular, menos este! NÃO RECOMENDO PRA NINGUÉM! HAJA PACIÊNCIA!","['simplesmente', 'horrivel', 'instalei', 'App', 'fiz', 'cadastro', 'fiz', 'verificacao', 'pedir', 'Mail', 'simplesmente', 'Consigo', 'abrir', 'aplicativo', 'tentar', 'vez', 'sempre', 'dizer', 'dar', 'errar', 'verificar', 'consigo', 'abrir', 'aplicativo', 'celular', 'menos', 'nao', 'recomendo', 'haver', 'paciencia']",negative,negative
"O APP é simplesmente inútil. Nunca abre, e quando abre pede reconhecimento facial e claro, nunca funciona e bloqueia por 24 horas. Pra que serve um APP que nem abre?! É sempre uma vida pra conseguir entrar, e quase nunca resolve o que precisa. Em teoria seria um ótimo APP, mas na prática é deplorável.","['app', 'simplesmente', 'inutil', 'nunca', 'abrir', 'abrir', 'pedir', 'reconhecimento', 'facial', 'claro', 'nunca', 'funcionar', 'bloqueio', 'hora', 'servir', 'app', 'abrir', 'sempre', 'vida', 'conseguir', 'entrar', 'quase', 'nunca', 'resolver', 'precisar', 'teoria', 'otimo', 'app', 'praticar', 'deploravel']",negative,negative
"Já foi bom, compro a anos e ao decorrer do tempo só piora, não tinha problemas, agr só me estresso, última vez que uso! vários anúncios falsos, comprei produto que era uma coisa no anúncio, quando chegou em casa era totalmente diferente, problemas com taxa de entrega e a dificuldade de falar com o suporte é inacreditável, fora que agr vc não consegue um atendimento online mais, se tiver um problema com a compra a burocracia é fora de série, péssimo! Problema atrás de problema","['bom', 'compro', 'ano', 'decorrer', 'tempo', 'piora', 'problema', 'vez', 'uso', 'vario', 'anuncio', 'falso', 'comprei', 'produto', 'coisa', 'anuncio', 'chegar', 'casa', 'totalmente', 'diferente', 'problema', 'taxa', 'entregar', 'dificuldade', 'falar', 'suporte', 'inacreditavel', 'conseguir', 'atendimento', 'onlinar', 'problema', 'compra', 'burocracia', 'pessimo', 'problema', 'atra', 'problema']",negative,negative
"Alguém me ajuda. Aparece para mim no nubank ""algo está errado"" sempre que boto meu login porque do nada saiu do app. E diz pra eu verificar minhas informações mas elas estão certas já conferi várias vezes! O meu último email falou que teve sucesso na confirmação de identidade.","['alguir', 'ajuda', 'aparecer', 'nubankr', 'algo', 'errar', 'sempre', 'boto', 'login', 'sair', 'app', 'dizer', 'verificar', 'informacoes', 'conferi', 'vario', 'vez', 'ultimo', 'email', 'falar', 'sucesso', 'confirmacao', 'identidade']",negative,positive
"Olá, gostaria que colocassem a opção: fixar mensagem em grupos e prazo para estar ali fixada (horas, dias ou no máximo uma semana). E que mudasse a cor do fundo da informação de acordo a necessidade: vermelho, verde, amarelo... Acredito que será muito útil, tendo em vista a quantidade de mensagens e relevante para que a informação principal não se perca. Por exemplo: em grupos escolares/ trabalho dá para fixar informações como reuniões, prazos, datas de provas. Então gostaria que viabilizassem","['gostar', 'colocar', 'opcao', 'fixar', 'mensagem', 'grupo', 'prazo', 'ali', 'fixar', 'horas', 'dia', 'maximo', 'semana', 'mudasse', 'cor', 'fundo', 'informacao', 'necessidade', 'vermelho', 'verde', 'amarelo', 'acreditar', 'util', 'ver', 'quantidade', 'mensagem', 'relevante', 'informacao', 'principal', 'perca', 'exemplo', 'grupo', 'escolar', 'trabalho', 'fixar', 'reunioes', 'prazo', 'data', 'prova', 'entao', 'gostaria', 'viabilizar']",negative,negative
